0 1 2
65 16 54
65 23 46
65 27 73
65 28 -29
65 30 39
65 35 40
65 41 -22
65 43 26
65 44 -98
65 45 51
65 52 -62
65 53 -27
65 54 32
65 56 58
65 57 -84
65 61 88
65 62 60
65 80 70
65 86 -37
65 87 16
65 88 -9
65 93 -57
65 98 86
66 0 33
66 7 -18
66 8 34
66 11 88
66 12 7
66 13 -15
66 20 51
66 21 -90
66 22 75
66 24 38
66 27 -16
66 34 95
66 36 -3
66 37 -15
66 38 -4
66 40 60
66 42 -7
66 44 71
66 46 -48
66 48 -2
66 53 -9
66 56 74
66 57 -20
66 59 -35
66 62 -11
66 63 22
66 72 -27
66 75 16
66 76 -21
66 77 93
66 80 -34
66 83 38
66 85 40
66 91 -92
66 93 -76
66 99 59
67 1 18
67 2 48
67 3 62
67 4 44
67 7 -41
67 9 -53
67 14 11
67 19 38
67 21 48
67 24 72
67 26 -31
67 27 52
67 28 6
67 31 72
67 34 91
67 38 67
67 41 50
67 47 81
67 49 8
67 53 -36
67 55 23
67 56 -40
67 59 -29
67 61 76
67 64 -55
67 66 10
67 69 29
67 72 -92
67 75 99
67 78 -39
67 79 -41
67 85 -27
67 87 45
67 94 -82
67 96 -15
68 10 10
68 12 71
68 14 19
68 18 100
68 21 99
68 25 75
68 29 -8
68 30 65
68 32 21
68 35 23
68 43 -67
68 45 -26
68 56 18
68 57 -61
68 60 -19
68 65 47
68 69 -45
68 70 -57
68 74 -22
68 78 -36
68 80 -51
68 86 47
68 88 62
68 90 -21
68 92 -46
68 95 -96
68 97 -24
68 98 18
68 99 -69
69 1 14
69 10 90
69 11 -99
69 12 -36
69 15 -93
69 17 -91
69 25 98
69 26 76
69 27 -87
69 28 73
69 33 37
69 35 54
69 42 -33
69 46 -64
69 49 -95
69 50 38
69 51 65
69 55 25
69 56 -78
69 57 -65
69 58 2
69 59 66
69 61 18
69 66 -38
69 71 100
69 72 57
69 77 10
69 79 -40
69 82 4
69 92 2
69 96 23
69 99 -26
70 2 -28
70 5 45
70 7 48
70 11 -14
70 12 81
70 15 -60
70 16 -62
70 20 -38
70 21 67
70 24 71
70 25 23
70 34 -70
70 37 -80
70 38 36
70 39 -37
70 47 -75
70 53 53
70 55 -67
70 56 -44
70 63 21
70 69 87
70 70 -49
70 74 28
70 75 5
70 78 30
70 80 -71
70 81 13
70 83 54
70 87 -55
70 89 -28
70 92 6
70 95 2
71 0 -3
71 1 -51
71 10 -22
71 16 23
71 22 82
71 23 -99
71 28 -31
71 31 26
71 35 81
71 36 76
71 41 -98
71 42 -69
71 48 -43
71 54 51
71 57 79
71 59 -45
71 67 81
71 68 -84
71 72 21
71 74 86
71 76 -48
71 79 81
71 80 48
71 82 99
71 83 27
71 84 -2
71 85 -93
71 88 94
71 91 84
71 94 22
71 95 -59
72 6 -16
72 10 -57
72 11 79
72 13 -84
72 17 86
72 19 -35
72 20 -54
72 21 96
72 22 -84
72 27 61
72 29 91
72 32 51
72 35 -54
72 36 -1
72 38 -9
72 42 51
72 44 45
72 45 57
72 47 -33
72 50 88
72 52 58
72 54 -45
72 58 -43
72 64 81
72 66 76
72 73 66
72 74 -7
72 75 -71
72 77 -63
72 81 -45
72 82 59
72 83 -77
72 85 17
72 87 68
72 88 -84
72 89 -9
72 90 -65
72 92 -27
73 0 -30
73 6 51
73 7 90
73 10 -73
73 12 24
73 13 -100
73 15 -65
73 18 -16
73 21 20
73 28 -64
73 39 -49
73 42 -50
73 46 -79
73 47 4
73 49 57
73 50 -23
73 51 73
73 55 41
73 57 77
73 60 31
73 62 71
73 63 1
73 73 -81
73 82 7
73 85 14
73 88 -48
73 91 -88
73 92 -78
73 93 18
73 94 -26
74 3 19
74 4 27
74 5 54
74 6 -18
74 7 100
74 10 -14
74 12 37
74 19 -79
74 20 44
74 25 -37
74 26 52
74 27 62
74 30 36
74 31 82
74 34 79
74 49 96
74 57 -4
74 58 -62
74 61 -59
74 62 -56
74 63 58
74 65 -80
74 72 69
74 76 -56
74 79 9
74 85 96
74 86 -71
74 96 46
74 98 70
75 2 50
75 12 -49
75 19 78
75 20 -65
75 23 -10
75 24 10
75 25 -56
75 27 -46
75 33 5
75 38 -51
75 44 -91
75 51 99
75 52 -33
75 61 -99
75 62 16
75 63 -80
75 65 54
75 67 -75
75 68 2
75 70 36
75 71 56
75 72 36
75 73 -68
75 75 -22
75 76 -83
75 83 63
75 86 -99
75 92 -28
75 94 -20
75 99 58
76 0 -33
76 3 89
76 4 33
76 5 -45
76 9 -7
76 10 -31
76 12 82
76 16 48
76 18 4
76 25 37
76 28 85
76 29 -94
76 32 46
76 34 -40
76 36 -72
76 38 74
76 50 -10
76 51 29
76 53 55
76 54 -32
76 55 65
76 59 -58
76 60 -83
76 64 -60
76 67 7
76 70 82
76 71 84
76 72 -20
76 74 93
76 78 70
76 79 -57
76 81 -59
76 82 -39
76 83 -3
76 85 -69
76 86 -54
76 87 -77
76 88 7
76 92 -43
76 97 -44
77 1 -2
77 3 67
77 7 30
77 9 -67
77 10 95
77 11 -3
77 18 -57
77 19 -32
77 24 26
77 33 -65
77 39 19
77 40 70
77 41 -25
77 43 -60
77 45 -63
77 46 -16
77 51 16
77 52 -73
77 53 -39
77 58 -66
77 61 -33
77 64 6
77 65 -2
77 71 -91
77 76 61
77 77 35
77 83 -62
77 87 13
77 89 -73
77 94 100
77 98 -59
78 0 7
78 4 -72
78 17 -22
78 20 -75
78 21 -39
78 24 45
78 25 -14
78 27 7
78 29 -70
78 35 3
78 36 14
78 38 88
78 39 -13
78 48 -96
78 49 4
78 53 -23
78 58 3
78 59 -50
78 60 -100
78 63 37
78 65 18
78 66 -64
78 70 -7
78 76 67
78 79 53
78 85 -83
78 91 -8
78 92 87
78 95 -94
78 99 -4
79 7 12
79 8 -54
79 10 74
79 13 43
79 15 92
79 16 60
79 19 -17
79 20 -36
79 21 59
79 22 -31
79 25 -19
79 26 96
79 27 -91
79 30 75
79 31 41
79 34 -86
79 35 -57
79 37 -32
79 39 -59
79 41 28
79 46 66
79 52 -65
79 54 89
79 55 -90
79 60 8
79 63 81
79 65 71
79 71 47
79 72 22
79 74 59
79 80 21
79 81 95
79 82 16
79 83 57
79 87 -44
79 89 9
79 93 -31
79 95 -38
79 99 -10
80 0 -18
80 2 67
80 5 -24
80 6 76
80 9 -28
80 12 -12
80 14 -38
80 15 -16
80 18 -49
80 20 87
80 23 -32
80 24 -71
80 25 78
80 28 54
80 29 -77
80 31 29
80 32 -64
80 35 42
80 38 -26
80 40 100
80 43 -6
80 44 -89
80 45 -51
80 47 97
80 49 -27
80 50 -33
80 60 -39
80 61 70
80 62 42
80 63 17
80 65 80
80 66 -45
80 71 11
80 72 33
80 74 39
80 77 -93
80 86 -32
80 87 -59
80 89 -66
80 93 -57
80 94 10
80 98 7
80 99 38
81 0 87
81 3 -52
81 7 -59
81 12 72
81 20 -12
81 24 -60
81 29 93
81 30 75
81 31 8
81 32 2
81 34 11
81 35 -28
81 36 34
81 39 -9
81 40 -34
81 42 59
81 44 25
81 45 36
81 46 -93
81 47 -55
81 49 78
81 55 -8
81 64 -87
81 65 -3
81 69 -32
81 71 97
81 73 38
81 74 99
81 75 -54
81 78 -23
81 79 57
81 81 -77
81 82 -31
81 84 -4
81 93 58
81 94 -92
81 99 85
82 4 -95
82 9 -48
82 12 -91
82 23 -33
82 25 86
82 29 -25
82 36 -74
82 41 72
82 42 -2
82 49 85
82 52 -48
82 54 39
82 60 -13
82 62 -25
82 64 -90
82 67 72
82 69 -81
82 70 34
82 78 -51
82 79 22
82 81 24
82 86 -98
82 88 -82
82 90 -29
82 91 -97
82 92 89
82 97 -4
82 99 21
83 0 -41
83 7 56
83 9 31
83 10 7
83 14 -83
83 17 -2
83 19 65
83 21 -92
83 23 59
83 24 48
83 26 -82
83 30 -88
83 34 19
83 48 -1
83 49 57
83 54 -30
83 55 84
83 62 12
83 63 33
83 65 10
83 69 77
83 74 36
83 80 -91
83 82 58
83 87 87
83 88 93
83 89 48
83 90 32
83 96 100
83 98 17
84 0 -36
84 1 -6
84 9 81
84 18 61
84 22 29
84 29 -87
84 31 -6
84 37 -38
84 38 -11
84 39 45
84 44 72
84 49 -71
84 50 33
84 52 29
84 53 32
84 58 29
84 60 -5
84 62 28
84 63 -52
84 68 -41
84 70 23
84 76 -26
84 78 -18
84 79 -45
84 84 99
84 85 -38
84 91 45
84 94 -4
84 95 -5
84 96 37
84 99 -5
85 4 -78
85 8 -69
85 18 -32
85 28 63
85 29 51
85 30 78
85 32 -44
85 39 -36
85 41 72
85 43 21
85 46 -83
85 54 96
85 60 -63
85 62 68
85 72 -3
85 73 -78
85 74 -62
85 80 24
85 82 -7
85 83 -32
85 84 61
85 85 -75
85 88 77
85 95 -48
85 96 59
85 98 61
86 3 -78
86 8 28
86 13 -41
86 14 7
86 15 18
86 18 95
86 20 39
86 26 22
86 28 74
86 32 27
86 34 32
86 36 23
86 39 -91
86 40 -35
86 41 -5
86 48 -56
86 49 100
86 56 -62
86 58 -69
86 61 24
86 63 36
86 65 -93
86 66 93
86 70 6
86 71 -45
86 73 65
86 76 10
86 78 -68
86 85 -48
86 86 -90
86 87 -49
86 88 24
86 89 70
86 90 42
86 94 -40
87 13 32
87 16 -28
87 21 -89
87 24 18
87 25 55
87 27 63
87 29 85
87 30 -64
87 32 -26
87 35 -5
87 37 98
87 39 55
87 42 -53
87 43 71
87 44 -21
87 45 -14
87 46 -17
87 48 32
87 51 -80
87 52 75
87 53 -62
87 54 -11
87 58 85
87 60 -84
87 64 -85
87 68 -95
87 78 89
87 81 -39
87 82 -78
87 84 18
87 86 -80
87 87 64
87 90 83
88 2 -98
88 4 -92
88 5 -27
88 7 80
88 8 67
88 9 -84
88 10 86
88 13 -63
88 14 -35
88 17 8
88 18 17
88 29 18
88 31 65
88 38 -39
88 40 84
88 41 64
88 44 -46
88 48 75
88 51 75
88 53 14
88 57 45
88 67 -49
88 73 -99
88 81 -58
88 82 32
88 85 -60
88 88 29
88 91 57
88 93 82
88 98 -94
89 1 7
89 4 -71
89 5 -56
89 6 88
89 11 92
89 18 25
89 19 -69
89 21 72
89 23 -11
89 25 39
89 31 -24
89 32 -82
89 33 66
89 34 -40
89 36 -6
89 38 58
89 43 -11
89 44 -1
89 45 76
89 49 39
89 51 -32
89 54 -39
89 58 66
89 60 59
89 62 8
89 67 22
89 69 31
89 77 32
89 80 -82
89 82 87
89 84 -59
89 89 94
89 90 -20
89 95 -57
89 97 91
90 0 43
90 4 -45
90 5 75
90 11 -51
90 14 92
90 17 -93
90 20 -64
90 21 67
90 22 -59
90 24 -94
90 25 54
90 27 43
90 28 35
90 30 -100
90 37 -18
90 40 -69
90 41 26
90 42 -35
90 51 82
90 56 -86
90 57 -97
90 59 -54
90 65 48
90 66 -96
90 69 -32
90 72 20
90 74 -18
90 75 3
90 80 -37
90 84 62
90 86 -91
90 88 45
90 90 -12
90 92 -96
90 93 71
90 94 -16
90 95 95
90 96 58
90 97 88
91 0 -68
91 1 -83
91 3 93
91 4 -27
91 5 -82
91 6 -61
91 7 -72
91 12 -31
91 18 20
91 19 -4
91 21 -9
91 22 41
91 26 -56
91 28 -6
91 34 -76
91 35 58
91 37 -24
91 40 -19
91 41 -83
91 42 77
91 49 97
91 50 68
91 51 -71
91 58 -60
91 60 -81
91 61 -75
91 64 -64
91 68 -5
91 74 35
91 76 -16
91 77 -62
91 80 71
91 87 -93
91 92 -90
91 97 -76
92 1 64
92 5 80
92 7 52
92 8 -45
92 11 30
92 14 11
92 16 11
92 19 -13
92 20 -55
92 22 -43
92 26 46
92 29 36
92 50 -10
92 62 10
92 63 -55
92 67 17
92 68 70
92 69 -97
92 70 29
92 71 -55
92 75 -49
92 77 -78
92 81 -43
92 82 -9
92 83 -37
92 91 -95
92 97 -4
93 1 -42
93 13 79
93 15 94
93 20 54
93 22 -54
93 27 -52
93 28 100
93 29 63
93 30 -94
93 32 -59
93 41 95
93 48 -100
93 49 -40
93 51 87
93 57 87
93 63 -52
93 64 -66
93 68 70
93 69 -71
93 70 -60
93 71 -31
93 78 -37
93 83 26
93 86 -8
93 94 32
93 95 79
94 0 53
94 1 -65
94 2 -51
94 3 -7
94 10 -76
94 24 -18
94 26 -94
94 28 26
94 31 97
94 39 -39
94 41 25
94 43 53
94 44 100
94 46 43
94 53 -3
94 60 -86
94 68 93
94 71 -91
94 73 -71
94 74 -94
94 80 -79
94 83 18
94 89 -90
94 94 14
94 95 -67
94 96 -99
94 97 90
95 2 -43
95 3 3
95 5 -11
95 7 -15
95 8 -2
95 10 -5
95 12 -88
95 13 -40
95 14 -57
95 26 20
95 31 3
95 33 19
95 35 42
95 37 86
95 38 -59
95 42 -7
95 47 82
95 51 -10
95 55 79
95 60 26
95 63 -47
95 66 -64
95 68 12
95 75 60
95 81 -49
95 87 76
95 88 -94
95 95 -89
95 96 -81
96 1 28
96 3 19
96 5 -30
96 6 -98
96 8 37
96 9 -37
96 10 65
96 14 -53
96 15 -65
96 18 60
96 20 7
96 21 -52
96 24 -82
96 25 44
96 27 -84
96 32 -82
96 36 -70
96 38 63
96 40 30
96 47 -77
96 53 37
96 54 -72
96 56 -88
96 61 -13
96 62 -72
96 63 4
96 69 -15
96 70 -1
96 77 98
96 80 -19
96 81 97
96 82 8
96 85 -63
96 86 18
96 87 64
96 90 26
96 91 -3
96 92 -78
97 0 92
97 1 -85
97 5 99
97 8 95
97 10 25
97 13 97
97 14 57
97 18 -1
97 21 18
97 22 59
97 25 1
97 26 15
97 29 69
97 31 46
97 35 -89
97 36 -61
97 39 -100
97 41 77
97 42 -98
97 43 7
97 48 35
97 53 9
97 55 81
97 56 29
97 61 -96
97 66 74
97 67 5
97 69 77
97 70 -63
97 73 -34
97 75 -42
97 78 -48
97 79 -50
97 80 -63
97 81 61
97 83 -74
97 84 86
97 86 75
97 87 24
97 89 -70
97 92 -94
97 95 85
97 96 29
98 1 -7
98 3 -34
98 5 73
98 7 -96
98 8 68
98 10 -3
98 11 -24
98 17 -64
98 18 -67
98 19 50
98 23 -86
98 24 -44
98 25 -68
98 28 23
98 31 -6
98 34 -94
98 37 -16
98 40 22
98 41 35
98 43 84
98 44 -38
98 45 33
98 46 65
98 49 81
98 51 93
98 56 -28
98 58 42
98 59 -46
98 64 21
98 68 -19
98 69 -91
98 70 39
98 72 67
98 83 96
98 86 55
98 90 43
98 94 75
98 95 38
98 96 -94
99 0 93
99 3 22
99 4 -25
99 8 82
99 9 -49
99 11 83
99 15 97
99 17 66
99 19 -65
99 20 96
99 22 -94
99 24 -1
99 33 10
99 34 -3
99 36 38
99 42 82
99 43 -94
99 44 95
99 46 68
99 47 -23
99 52 -26
99 55 71
99 59 -89
99 62 -14
99 63 -49
99 68 27
99 72 -93
99 83 -57
99 85 59
99 86 75
99 91 -37
99 92 -30
99 95 -33
99 97 73
